#name,aliphatic_index,freq_A,freq_C,freq_D,freq_E,freq_F,freq_G,freq_H,freq_I,freq_K,freq_L,freq_M,freq_N,freq_P,freq_Q,freq_R,freq_S,freq_T,freq_V,freq_W,freq_Y,freq_S_p,freq_T_p,freq_Y_p,freq_C_m,freq_R_m,freq_R_d,freq_R_s,freq_K_a,aromaticity,average_number_rotatable_bonds,charge,charge_density,energy_based_on_logP,hydrophobic_aa_ratio,instability_index,isoelectric_point,length,n_C,n_H,n_N,n_O,n_S,n_P,molecular_weight,n_h_donors,n_h_acceptors,topological_polar_surface_area
potr.txt_8957,75.5,0.05,0.15,0.075,0,0,0.15,0.025,0.025,0.025,0.1,0.075,0.05,0,0.025,0.1,0.05,0,0.075,0.025,0,0,0,0,0,0,0,0,0,0.025,2.675,1.790193144,0.000413428,2.7275,0.475,32.3775,8.353302002,40,172,292,58,52,9,0,4330.125,105,146,3225
potr.txt_1547,53.68421053,0.026315789,0.157894737,0.026315789,0.026315789,0.052631579,0.131578947,0,0.052631579,0.184210526,0,0,0.052631579,0.026315789,0,0,0.105263158,0.026315789,0.105263158,0.026315789,0,0,0,0,0,0,0,0,0,0.078947368,2.631578947,4.69763389,0.001170664,2.705263158,0.394736842,14.63684211,9.079780579,38,167,281,47,50,6,0,4012.795,99,138,2857.5
potr.txt_1687,62.5,0.083333333,0.055555556,0,0,0.055555556,0.055555556,0,0.027777778,0.027777778,0.111111111,0.111111111,0,0.027777778,0,0.138888889,0.166666667,0.055555556,0,0.055555556,0.027777778,0,0,0,0,0,0,0,0,0.138888889,2.833333333,5.738251632,0.001365274,2.613888889,0.444444444,38.69444444,11.43887329,36,175,296,52,46,6,0,4203.005,96,129,2931.8
potr.txt_3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.8,3.4,0.760091614,0.000827068,1.72,0,122.56,9.748046875,5,30,58,8,6,0,0,919.02,16,16,444.4
potr.txt_109,135,0.076923077,0,0,0,0,0.115384615,0,0.115384615,0.115384615,0.153846154,0,0,0.038461538,0.076923077,0.076923077,0.038461538,0.076923077,0.076923077,0.038461538,0,0,0,0,0,0,0,0,0,0.038461538,2.807692308,4.757084611,0.001670656,2.592307692,0.423076923,44.73076923,12.02441406,26,126,229,37,32,0,0,2847.435,65,88,2001.3
potr.txt_9499,111.4285714,0.071428571,0.071428571,0.071428571,0,0,0.107142857,0,0.107142857,0.178571429,0.107142857,0.035714286,0.071428571,0,0.035714286,0,0.035714286,0.035714286,0.071428571,0,0,0,0,0,0,0,0,0,0,0,2.857142857,2.737546151,0.000924355,2.614285714,0.464285714,12.99285714,9.243148804,28,127,226,36,38,3,0,2961.575,70,101,2173.8
potr.txt_10541,124,0.2,0,0,0,0.066666667,0,0,0,0.466666667,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,3.533333333,6.753108607,0.003907461,2.5,0.533333333,-18.96666667,10.77845764,15,84,154,22,16,0,0,1728.26,37,52,1131.5
potr.txt_6609,40,0,0.235294118,0,0,0.117647059,0.058823529,0,0.058823529,0.294117647,0,0,0,0,0,0.058823529,0,0,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0,0,0.235294118,3.294117647,5.714493648,0.002669414,2.517647059,0.470588235,-0.482352941,9.622756958,17,94,155,25,19,4,0,2140.73,47,62,1310.9
potr.txt_11415,37.75510204,0.020408163,0.163265306,0.081632653,0.081632653,0.040816327,0.081632653,0.020408163,0.040816327,0.06122449,0.020408163,0,0.040816327,0.040816327,0,0.020408163,0.081632653,0.081632653,0.040816327,0,0.081632653,0,0,0,0,0,0,0,0,0.12244898,2.591836735,-4.223210234,-0.000773898,2.769387755,0.326530612,14.64489796,4.500022888,49,232,341,59,80,8,0,5457.06,134,190,3883.7
potr.txt_11957,16.11111111,0,0.027777778,0,0.027777778,0,0.027777778,0,0,0,0,0,0,0.111111111,0.083333333,0.444444444,0.166666667,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0,0,0,3.416666667,14.75285109,0.003276915,3.469444444,0.083333333,275.6361111,12.63687134,36,177,323,87,50,1,0,4502.055,117,138,3587.2
potr.txt_2897,0,0,0,0,0,0.105263158,0.210526316,0.263157895,0,0.315789474,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,3.210526316,6.189978549,0.002783865,2.978947368,0.105263158,17.08421053,10.6993103,19,115,151,37,22,0,0,2223.52,51,70,1587.6
potr.txt_2893,0,0,0,0,0,0.15,0.2,0.25,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,3.2,6.189978549,0.00261104,2.905,0.15,16.73,10.6993103,20,124,160,38,23,0,0,2370.695,53,73,1650.9
potr.txt_7979,4.166666667,0.041666667,0,0.041666667,0.083333333,0.041666667,0.083333333,0.291666667,0,0.125,0,0,0,0,0,0.125,0.083333333,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0.125,3.25,3.372037612,0.00111024,3.1625,0.083333333,37.86666667,9.818862915,24,153,190,50,35,0,0,3037.215,71,95,2186.5
potr.txt_10237,202.3076923,0,0,0,0,0.076923077,0.153846154,0,0.153846154,0,0.307692308,0,0,0.076923077,0,0.076923077,0.076923077,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0.076923077,2.538461538,0.760091614,0.0005438,2.261538462,0.615384615,25.8,9.748046875,13,68,116,16,15,0,0,1397.74,29,41,893.9
potr.txt_6161,148.6666667,0,0,0,0,0,0,0,0,0.133333333,0.133333333,0,0,0,0,0.333333333,0,0,0.333333333,0.066666667,0,0,0,0,0,0,0,0,0,0.066666667,3.6,6.758053613,0.003441875,2.84,0.466666667,68.72666667,12.60472107,15,85,164,32,16,0,0,1963.48,43,52,1340.8
potr.txt_4431,195,0,0,0,0,0,0.1,0,0.1,0.3,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.757094611,0.003179788,2.41,0.5,16.13,11.26391602,10,56,108,16,11,0,0,1181.555,25,34,775.7
potr.txt_11233,48.88888889,0.083333333,0.055555556,0.027777778,0,0.083333333,0.083333333,0,0.027777778,0.138888889,0.055555556,0,0.166666667,0.055555556,0.111111111,0.027777778,0.027777778,0,0.027777778,0,0.027777778,0,0,0,0,0,0,0,0,0.111111111,2.888888889,4.735416389,0.001171386,2.786111111,0.333333333,17.30555556,9.78730011,36,177,278,54,51,2,0,4042.575,94,130,2952.8
potr.txt_11297,54,0,0.177777778,0.066666667,0.022222222,0.044444444,0.133333333,0.044444444,0.044444444,0.044444444,0.044444444,0,0.044444444,0,0.022222222,0.2,0,0.044444444,0.066666667,0,0,0,0,0,0,0,0,0,0,0.044444444,2.977777778,6.859326814,0.001319335,2.966666667,0.377777778,27.06222222,9.371162415,45,215,351,81,59,8,0,5199.08,129,169,3867.7
potr.txt_9871,200.5882353,0.058823529,0,0,0,0,0.235294118,0,0.058823529,0,0.352941176,0,0.058823529,0.058823529,0,0,0.058823529,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,2.117647059,-0.239898386,-0.00014938,2.358823529,0.588235294,39.32941176,5.5234375,17,75,132,18,20,0,0,1605.96,36,53,1125.1
potr.txt_8343,43.33333333,0.037037037,0.148148148,0,0.037037037,0,0.111111111,0,0.037037037,0.074074074,0.037037037,0,0.185185185,0.037037037,0.074074074,0.037037037,0.074074074,0.037037037,0.037037037,0.037037037,0,0,0,0,0,0,0,0,0,0.037037037,2.666666667,1.721300114,0.000588422,2.885185185,0.296296296,19.58518519,8.533493042,27,112,191,39,40,4,0,2925.28,74,100,2229.1
potr.txt_6835,16.11111111,0,0,0,0,0.111111111,0.055555556,0,0,0.055555556,0,0,0,0,0,0.333333333,0.222222222,0,0.055555556,0.055555556,0.111111111,0,0,0,0,0,0,0,0,0.277777778,3.388888889,6.757044612,0.002821672,3.044444444,0.166666667,60.28333333,12.00844574,18,103,165,37,25,0,0,2394.695,56,67,1691.2
potr.txt_10885,115.9259259,0.185185185,0,0,0.037037037,0.037037037,0.222222222,0.037037037,0.037037037,0.111111111,0.185185185,0,0.037037037,0,0,0,0.074074074,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0.037037037,2.333333333,1.847089261,0.000715929,2.692592593,0.481481481,-11.3,9.703186035,27,119,195,33,33,0,0,2579.99,62,90,1936.8
potr.txt_10545,195.3846154,0.230769231,0,0,0,0,0,0,0,0.307692308,0.384615385,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,3.076923077,3.75610561,0.002666079,2.369230769,0.692307692,-10.36153846,10.4777832,13,68,129,17,14,0,0,1408.85,30,43,926.9
potr.txt_12111,80,0,0,0,0,0,0,0,0,0.179487179,0.205128205,0,0,0,0,0.41025641,0,0,0,0,0.205128205,0,0,0,0,0,0,0,0,0.205128205,4.179487179,22.7449566,0.004043663,3.041025641,0.205128205,77.86666667,11.91087341,39,258,438,94,48,0,0,5624.84,125,148,3848.3
potr.txt_10029,46.66666667,0.095238095,0,0,0,0.095238095,0.095238095,0,0,0.047619048,0.095238095,0.047619048,0,0.095238095,0.047619048,0.142857143,0.19047619,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.142857143,2.714285714,3.758073612,0.001594641,2.795238095,0.333333333,19.78095238,11.72299194,21,105,166,32,28,1,0,2356.69,55,74,1690.9
potr.txt_9497,104.6428571,0.107142857,0.071428571,0.107142857,0,0,0.107142857,0,0.071428571,0.142857143,0.142857143,0.035714286,0.035714286,0,0.035714286,0.035714286,0,0.071428571,0.035714286,0,0,0,0,0,0,0,0,0,0,0,2.821428571,1.739655913,0.000584457,2.646428571,0.464285714,-11.91428571,8.82081604,28,126,223,37,39,3,0,2976.535,71,102,2207.5
potr.txt_11633,97.75,0.175,0,0.025,0.025,0,0.125,0.025,0.1,0.125,0.05,0,0.025,0,0.1,0.05,0,0.075,0.075,0.025,0,0,0,0,0,0,0,0,0,0.025,2.725,4.846192021,0.001146253,2.81,0.4,14.9775,10.56504822,40,184,318,58,53,0,0,4227.855,101,140,3185.7
potr.txt_3647,111.4285714,0,0,0,0,0.142857143,0,0,0.285714286,0.428571429,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.285714286,3.857142857,2.757104611,0.002865328,2.142857143,0.428571429,-37.15714286,10.30207825,7,45,80,10,8,0,0,962.23,18,24,536.9
potr.txt_4445,175,0,0,0.1,0,0,0.1,0,0,0,0.3,0,0,0,0,0.1,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0.2,2.8,-0.239786626,-0.000194402,2.27,0.5,11.28,5.836181641,10,55,93,13,14,0,0,1233.455,25,34,771.5
potr.txt_2587,170,0,0,0,0,0,0,0,0.166666667,0,0.083333333,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,3.75,5.760041615,0.003618128,3.083333333,0.5,113.6083333,12.69892883,12,69,134,30,13,0,0,1591.995,36,42,1147.8
potr.txt_4121,0,0,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,6.015630173,0.005019425,3.066666667,0,87.82222222,10.6993103,9,63,95,21,10,0,0,1198.47,27,36,811.8
potr.txt_9429,142.3076923,0,0,0,0,0.230769231,0.153846154,0,0.076923077,0.076923077,0.230769231,0,0,0.076923077,0,0,0.076923077,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0.230769231,2.538461538,0.759102613,0.000527972,2.153846154,0.615384615,-2.076923077,8.75,13,74,112,14,15,0,0,1437.77,28,41,855.2
potr.txt_8937,31.75,0.025,0,0.1,0.025,0.025,0.05,0.05,0.025,0.05,0.05,0.025,0.025,0.05,0.075,0.15,0.125,0.075,0,0,0.075,0,0,0,0,0,0,0,0,0.1,3.075,2.936688492,0.000611919,2.97,0.15,77.0225,9.811759949,40,209,318,68,66,1,0,4799.145,116,156,3609.5
potr.txt_347,66.38297872,0.021276596,0.127659574,0.042553191,0,0.042553191,0.085106383,0.042553191,0.085106383,0.021276596,0.063829787,0,0,0.106382979,0,0.127659574,0.106382979,0.042553191,0.021276596,0,0.063829787,0,0,0,0,0,0,0,0,0.106382979,2.574468085,4.873229569,0.000918756,2.729787234,0.361702128,44.84893617,9.151504517,47,237,362,70,62,6,0,5304.16,127,170,3661.1
potr.txt_11887,62.56410256,0.051282051,0.205128205,0,0.025641026,0,0.051282051,0,0.102564103,0.076923077,0.025641026,0,0.076923077,0.025641026,0,0.128205128,0.051282051,0.102564103,0.025641026,0.025641026,0.025641026,0,0,0,0,0,0,0,0,0.051282051,2.794871795,6.679658152,0.001509087,2.835897436,0.41025641,13.73333333,9.302055359,39,176,308,60,52,8,0,4426.29,111,145,3187.9
potr.txt_4077,97.5,0,0.125,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.125,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0.25,3.625,2.747193621,0.002476321,2.3875,0.375,-1.8625,9.787033081,8,48,85,13,10,1,0,1109.385,23,29,660.2
potr.txt_1649,126.6666667,0.148148148,0,0,0,0.037037037,0.111111111,0.037037037,0.037037037,0.111111111,0.222222222,0,0,0.074074074,0.074074074,0.037037037,0.074074074,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0.037037037,2.592592593,3.8442688,0.001365953,2.588888889,0.481481481,31.65185185,11.26391602,27,133,221,37,32,0,0,2814.35,64,90,1978.5
potr.txt_5453,150.9090909,0.090909091,0,0,0.090909091,0.181818182,0.090909091,0,0.272727273,0.090909091,0.090909091,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,2.818181818,-0.238086925,-0.000192397,2.327272727,0.636363636,11.16363636,6.001953125,11,61,96,12,15,0,0,1237.48,25,37,780.3
potr.txt_6671,62.94117647,0.058823529,0,0,0,0.058823529,0.117647059,0.058823529,0,0,0.058823529,0,0,0.058823529,0.058823529,0.235294118,0.117647059,0.058823529,0.117647059,0,0,0,0,0,0,0,0,0,0,0.058823529,2.764705882,3.847235803,0.001999426,3.041176471,0.294117647,90.32352941,12.4770813,17,85,138,32,22,0,0,1924.17,47,60,1453.2
potr.txt_585,35.45454545,0.045454545,0.136363636,0.045454545,0.068181818,0.022727273,0.136363636,0.022727273,0.022727273,0.068181818,0.022727273,0,0.090909091,0,0,0.045454545,0.068181818,0.045454545,0.045454545,0.068181818,0.045454545,0,0,0,0,0,0,0,0,0.136363636,2.636363636,-0.206472235,-4.17E-05,2.804545455,0.295454545,44.34772727,6.718017578,44,198,311,59,66,6,0,4949.485,121,165,3576.1
potr.txt_10615,143.0769231,0.230769231,0,0,0,0.153846154,0,0,0,0.307692308,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,3.153846154,3.75610561,0.002519338,2.307692308,0.692307692,-15.39230769,10.4777832,13,75,127,17,14,0,0,1490.91,30,43,926.9
potr.txt_10979,109.1176471,0.176470588,0,0,0.058823529,0.029411765,0.147058824,0,0.029411765,0.235294118,0.117647059,0,0,0.029411765,0,0.058823529,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0.029411765,2.823529412,7.75771053,0.002196193,2.785294118,0.470588235,23.29705882,10.79031372,34,162,288,48,39,0,0,3532.345,82,116,2551
potr.txt_2817,0,0,0,0,0,0.142857143,0,0.142857143,0,0.285714286,0,0,0,0,0,0.142857143,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.428571429,3.857142857,2.845267801,0.002616892,2.442857143,0.142857143,8.571428571,11.16629028,7,48,76,14,8,0,0,1087.27,21,25,620.1
potr.txt_899,64.66666667,0,0.133333333,0,0,0,0.066666667,0,0.066666667,0.066666667,0,0,0,0,0,0.2,0.133333333,0.066666667,0.133333333,0,0.133333333,0,0,0,0,0,0,0,0,0.133333333,2.933333333,3.737272631,0.002086556,2.92,0.333333333,37.76666667,9.844390869,15,76,127,25,21,2,0,1791.12,44,56,1273.1
potr.txt_8963,70.75,0.1,0.15,0.025,0,0,0.2,0.05,0,0.025,0.1,0,0.075,0,0,0.075,0.05,0.05,0.075,0,0.025,0,0,0,0,0,0,0,0,0.025,2.275,2.874136809,0.000719328,2.87,0.425,14.4825,8.689170837,40,166,265,57,51,6,0,3995.585,104,142,3082.8
potr.txt_1741,195,0.1,0,0,0,0,0,0,0.2,0.1,0.2,0,0,0.1,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,3.1,2.759082613,0.002341172,2.56,0.6,77.55,12.00839233,10,55,103,17,11,0,0,1178.505,25,33,774.4
potr.txt_11697,195,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0.125,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.375,3.25,0.759092613,0.000700047,1.9375,0.75,32.825,8.747436523,8,57,85,11,10,0,0,1084.345,19,26,591.4
potr.txt_10635,165.3846154,0.230769231,0,0,0,0.076923077,0,0,0,0.307692308,0.307692308,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0.076923077,3.076923077,3.75610561,0.002603218,2.369230769,0.692307692,-10.36153846,10.4777832,13,71,127,17,14,0,0,1442.87,30,43,926.9
potr.txt_1553,176.875,0.0625,0,0,0,0.125,0,0,0.125,0,0.3125,0,0,0.125,0,0,0.1875,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.125,2.375,-0.239898386,-0.000138503,2.13125,0.625,55.725,5.5234375,16,86,138,16,21,0,0,1732.085,36,52,1066
potr.txt_8657,91.5625,0.09375,0.21875,0,0,0,0.03125,0,0.125,0.125,0.0625,0,0,0,0.03125,0.0625,0.09375,0.0625,0.03125,0,0.0625,0,0,0,0,0,0,0,0,0.0625,2.75,5.684780678,0.001609802,2.65625,0.53125,32.79375,9.182479858,32,149,257,43,41,7,0,3531.355,87,117,2450.8
potr.txt_787,74.66666667,0.033333333,0.2,0,0.033333333,0,0.1,0,0.1,0.066666667,0.033333333,0,0.033333333,0.066666667,0,0.033333333,0.133333333,0.033333333,0.066666667,0.033333333,0.033333333,0,0,0,0,0,0,0,0,0.066666667,2.4,1.700499133,0.000534953,2.66,0.433333333,25.08333333,8.333808899,30,129,218,36,40,6,0,3178.785,79,108,2211.7
potr.txt_6235,78,0,0,0,0.066666667,0.133333333,0,0,0.066666667,0.333333333,0.133333333,0,0.066666667,0,0,0.066666667,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0.266666667,3.866666667,4.757907071,0.002304607,2.413333333,0.333333333,1.02,10.58277893,15,93,160,24,19,0,0,2064.52,41,54,1256.2
potr.txt_7677,64.76190476,0,0.142857143,0,0,0,0.095238095,0,0.047619048,0.142857143,0.047619048,0,0.095238095,0,0,0.047619048,0.095238095,0.047619048,0.095238095,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0.142857143,2.80952381,3.72639264,0.001523526,2.633333333,0.333333333,9.314285714,9.420883179,21,98,171,29,28,3,0,2445.9,58,76,1673.2
potr.txt_8125,105.6,0.12,0,0,0,0.08,0.12,0.12,0.16,0.04,0.08,0,0,0,0,0.24,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.08,3.04,7.020565179,0.002388394,2.892,0.44,121.904,12.69999695,25,141,220,50,27,0,0,2939.45,67,86,2103.1
potr.txt_5589,30,0,0,0,0,0.153846154,0,0,0.076923077,0.307692308,0,0,0,0,0,0.153846154,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0.461538462,3.923076923,5.75608561,0.002884663,2.269230769,0.230769231,46.76153846,12.03199768,13,84,147,23,14,0,0,1995.41,38,45,1119.5
potr.txt_8109,90,0.12,0,0.04,0.04,0,0,0.04,0.08,0,0.12,0,0.04,0.04,0.04,0.16,0.04,0.08,0,0,0.16,0,0,0,0,0,0,0,0,0.16,2.96,1.847171022,0.000598871,2.82,0.32,64.6,9.520858765,25,142,215,41,39,0,0,3084.42,70,93,2158.9
potr.txt_131,146.7857143,0.321428571,0,0,0,0,0.035714286,0,0,0.142857143,0.214285714,0.035714286,0.071428571,0,0,0,0,0.035714286,0.107142857,0.035714286,0,0,0,0,0,0,0,0,0,0.035714286,2.464285714,3.75610561,0.001317703,2.528571429,0.678571429,10.36785714,10.4777832,28,127,230,34,32,1,0,2850.495,64,92,2023.2
potr.txt_181,16.11111111,0,0.222222222,0,0,0.111111111,0.055555556,0,0,0.055555556,0,0,0,0,0,0.333333333,0,0,0.055555556,0.055555556,0.111111111,0,0,0,0,0,0,0,0,0.277777778,3.388888889,6.717440651,0.002731805,2.911111111,0.388888889,49.58333333,10.33486938,18,103,165,37,21,4,0,2458.975,56,67,1614
potr.txt_2405,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0.285714286,0.142857143,0.142857143,0,0.142857143,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0.142857143,2.714285714,-1.239776626,-0.001481569,2.942857143,0,25.31428571,3.799819946,7,34,48,10,15,0,0,836.8,20,28,635.5
potr.txt_5399,45.38461538,0.153846154,0.076923077,0,0,0.076923077,0.076923077,0.230769231,0,0.153846154,0.076923077,0,0.076923077,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,2.923076923,3.009715187,0.001981719,2.915384615,0.384615385,38.93076923,10.06207275,13,75,103,25,15,1,0,1518.74,35,47,1069.4
potr.txt_8303,105,0.038461538,0,0,0.038461538,0,0.115384615,0,0.076923077,0.230769231,0.153846154,0,0,0,0.038461538,0,0,0.076923077,0.038461538,0.192307692,0,0,0,0,0,0,0,0,0,0.192307692,3.115384615,4.75691807,0.001487539,2.323076923,0.307692308,19.01923077,10.30154419,26,134,247,33,32,0,0,3197.845,67,89,2001.8
potr.txt_2055,97.5,0.055555556,0,0,0.083333333,0,0.027777778,0,0.027777778,0.25,0.166666667,0,0.194444444,0,0,0.055555556,0.055555556,0,0.055555556,0,0.027777778,0,0,0,0,0,0,0,0,0.027777778,3.416666667,7.75852299,0.001848621,2.869444444,0.305555556,19.07222222,10.35906219,36,184,324,58,53,0,0,4196.925,98,135,3115.1
potr.txt_2747,29.33333333,0.066666667,0.2,0,0.033333333,0.066666667,0.3,0,0,0.033333333,0.033333333,0,0,0.066666667,0,0.066666667,0.066666667,0,0.033333333,0,0.033333333,0,0,0,0,0,0,0,0,0.1,2.066666667,1.701488134,0.000586642,2.84,0.4,37.52333333,8.342567444,30,119,183,37,36,6,0,2900.385,75,104,2131
potr.txt_5011,58.33333333,0.583333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.083333333,2.5,3.75610561,0.003092858,2.841666667,0.583333333,-3.358333333,10.4777832,12,51,96,16,13,0,0,1214.445,29,40,879.4
potr.txt_4593,10,0.1,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.3,3.2,3.75610561,0.002947086,2.47,0.1,2.48,10.4777832,10,49,94,14,11,0,0,1274.515,27,34,784.4
potr.txt_12107,86.66666667,0,0,0,0,0,0,0,0,0.111111111,0.222222222,0,0,0,0,0.444444444,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0.222222222,4.111111111,4.757064612,0.003594062,3.044444444,0.222222222,34.95555556,11.56758118,9,60,102,22,12,0,0,1323.59,29,34,895.1
potr.txt_3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,4,2.760071614,0.002640749,2.65,0,294.7333333,12.30105591,6,36,71,15,7,0,0,1045.185,21,21,621.3
potr.txt_11451,105.2,0,0,0,0,0.16,0.08,0,0.04,0.16,0.2,0,0,0.04,0.04,0.04,0.16,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0.16,2.96,4.75609561,0.001673256,2.44,0.44,21.66,11.33377075,25,137,221,33,32,0,0,2842.42,62,86,1881.4
potr.txt_8387,105.1851852,0.259259259,0,0.037037037,0,0,0.074074074,0,0.074074074,0.037037037,0.074074074,0.037037037,0.111111111,0.037037037,0,0.074074074,0.111111111,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,2.333333333,1.760203374,0.000659741,2.833333333,0.518518519,28.67407407,10.83496094,27,112,195,37,36,1,0,2668.02,66,93,2102.5
potr.txt_2667,111.4285714,0.071428571,0,0.071428571,0,0.071428571,0.071428571,0,0.142857143,0.142857143,0.071428571,0,0,0,0.071428571,0.214285714,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0.071428571,3.428571429,7.758287133,0.002293957,2.814285714,0.428571429,20.075,12.01116943,28,152,266,52,35,0,0,3382.055,76,100,2425.4
potr.txt_4299,0,0,0.222222222,0.222222222,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,3.222222222,0.742511156,0.000658687,3.1,0.333333333,0.511111111,8.071960449,9,43,70,18,14,2,0,1127.26,28,36,841.2
potr.txt_3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.6,3.8,1.760081614,0.001979844,2.34,0,237.12,12.00006104,5,30,59,11,6,0,0,889,17,17,493.3
potr.txt_2383,86.66666667,0,0,0,0,0,0,0,0.111111111,0.111111111,0.111111111,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,3.888888889,3.759072613,0.002685685,2.455555556,0.222222222,213.5333333,12.30426025,9,54,105,19,10,0,0,1399.67,28,31,837.2
potr.txt_8555,110.6666667,0.1,0,0,0.066666667,0,0.1,0,0.1,0.166666667,0.133333333,0,0.033333333,0,0,0.066666667,0.1,0.033333333,0.033333333,0.033333333,0.033333333,0,0,0,0,0,0,0,0,0.066666667,2.966666667,4.759708532,0.001428949,2.726666667,0.366666667,45.19,10.28915405,30,146,258,42,41,0,0,3330.915,78,107,2393.8
potr.txt_10737,40.93023256,0.046511628,0.139534884,0.023255814,0,0.023255814,0.162790698,0.023255814,0.046511628,0.046511628,0.046511628,0,0.046511628,0.11627907,0,0.046511628,0.046511628,0.046511628,0,0.046511628,0.093023256,0,0,0,0,0,0,0,0,0.162790698,2.302325581,2.782976617,0.000590313,2.660465116,0.302325581,29.17674419,8.638542175,43,203,305,55,56,6,0,4714.41,112,152,3185.1
potr.txt_9657,195,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.75610561,0.003819762,2.25,0.5,-23.0875,10.4777832,8,48,94,12,9,0,0,983.335,20,28,610.4
potr.txt_9451,35.45454545,0,0.090909091,0.045454545,0.045454545,0,0.090909091,0,0.045454545,0.090909091,0.045454545,0,0.045454545,0.090909091,0,0.136363636,0.181818182,0.045454545,0,0,0.045454545,0,0,0,0,0,0,0,0,0.045454545,2.818181818,2.741203854,0.001116696,2.986363636,0.181818182,61.81818182,9.386703491,22,100,168,34,34,2,0,2454.745,63,84,1852.6
potr.txt_5259,154.1666667,0,0,0,0,0,0.083333333,0,0.166666667,0.333333333,0.166666667,0,0,0,0,0.083333333,0,0,0.083333333,0.083333333,0,0,0,0,0,0,0,0,0,0.083333333,3.583333333,4.75609561,0.003209425,2.433333333,0.416666667,-26.20833333,11.33377075,12,67,129,19,13,0,0,1481.915,31,41,944.1
potr.txt_10457,202,0.2,0,0,0.066666667,0,0,0,0.066666667,0.133333333,0.4,0,0,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.760904074,0.00106589,2.446666667,0.666666667,23.69333333,9.994354248,15,77,142,20,19,0,0,1652.05,36,51,1124.2
