#name,AF1,AF2,AF3,AF4,AF5,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,PP1,PP2,PP3,F1,F2,F3,F4,F5,F6,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,MSWHIM1,MSWHIM2,MSWHIM3,E1,E2,E3,E4,E5,PD1,PD2,PRIN1,PRIN2,PRIN3,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,SV1,SV2,SV3,SV4,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,SVGER1,SVGER2,SVGER3,SVGER4,SVGER5,SVGER6,SVGER7,SVGER8,SVGER9,SVGER10,SVGER11,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,VSTPV1,VSTPV2,VSTPV3,VSTPV4,VSTPV5,VSTPV6,Z1,Z2,Z3,Z4,Z5
pote.txt_6247,-0.043504926,-0.142344499,0.604606367,0.103861433,0.638943426,-0.176,-0.357333333,-0.141333333,0.028,0.284666667,-0.049333333,0.053333333,-0.056666667,-0.003333333,-0.366666667,-0.235333333,-0.099333333,0.216,0.140333333,0.1544,0.061,0.068933333,0.099933333,0.41,-0.105333333,0.054666667,0.211333333,-0.014,0.022666667,-0.256,0.553333333,-0.123333333,0.515333333,-0.058666667,-0.380666667,0.472666667,-0.123333333,-0.032733333,-0.020733333,-0.009866667,-0.069266667,-0.0366,0.09,-0.152,1.181553333,0.716453333,0.544006667,0.874666667,0.218666667,0.144,0.846666667,-0.010666667,-0.064666667,0.119333333,0.173333333,0.233066667,0.050333333,0.0172,-0.055866667,-0.740466667,-0.258,0.026,0.041866667,-0.328533333,0.167333333,0.193666667,-0.0572,-0.307273333,0.02808,-0.037333333,-0.875366667,0.776393333,0.211066667,-0.939046667,0.598593333,-0.376806667,-0.064253333,0.0065,-3.93,0.126666667,-0.438,0.328,0.256,0.090666667,-0.038,0.168666667,-0.180666667,0.479333333,0.029333333,0.012,0.148666667,-0.724,0.28,0.356,0.042,0.082666667,-0.173333333,-0.403333333,-0.110666667,-0.26,0.23,0.006
pote.txt_11653,-0.46705336,0.756173575,0.1914366,0.209486,-0.388825628,-0.33,-0.37,-0.0775,-0.185,-0.9075,-0.8675,0.3875,-0.1,-0.1575,-0.42,-0.8525,-0.0925,-0.225,0.48925,-0.81175,0.25425,0.113,1.8775,-0.451,0.795,0.04,-0.2175,-0.925,0.36,-0.42,0.11,-0.7475,0.9625,-0.695,-0.2525,0.785,-0.4475,-0.084,0.155,0.1995,-0.15675,0.21725,0.0575,-1.0175,4.976225,-1.543575,4.83495,1.425,-1.3675,1.325,0.4925,-1.8175,-1.9775,0.095,-0.1175,0.20925,0.2195,0.10175,-0.07675,-0.7255,-0.45,0.14925,-0.11225,-0.74125,-0.02975,-0.1135,-0.5685,-1.029625,0.820825,1.309,-0.606375,1.142125,0.464975,-0.04695,3.173175,0.5542,-1.639475,-0.171275,-3.495,-2.075,-0.46,-0.1475,-0.3075,0.8075,0.0325,0.065,-0.465,0.1325,-1.0025,-0.4675,1.6975,-0.6925,-0.51,0.0725,0.3375,-0.535,-0.9175,-2.8575,0.1875,0.7575,0.275,0.91
pote.txt_5213,-0.06829219,-0.200479923,0.47653355,0.338760425,0.511090669,-0.094166667,-0.063333333,-0.353333333,-0.0075,0.004166667,0.225,0.29,0.219166667,0.0275,0.140833333,-0.255,-0.189166667,0.109166667,-0.307833333,0.182916667,0.049833333,0.478083333,-0.186666667,0.18975,-0.22,-0.073333333,0.230833333,0.034166667,0.186666667,-0.404166667,0.219166667,0.403333333,-0.344166667,0.66,-0.29,0.395833333,-0.223333333,-0.030666667,0.006416667,-0.074416667,-0.06875,-0.008083333,-0.029166667,-0.1625,0.908658333,-0.355358333,0.592158333,0.478333333,-0.515,0.109166667,0.31,-0.364166667,0.829166667,0.0875,-0.3425,0.2285,0.05625,0.02075,-0.099666667,-0.784,-0.047166667,0.066583333,0.00525,-0.303333333,-0.177166667,0.178916667,0.443416667,-0.478083333,-0.2751,-0.345975,0.102975,0.238908333,0.126533333,-1.475541667,0.134383333,-0.569258333,-0.745766667,0.153125,-4.176666667,0.2925,-0.438333333,0.35,0.525833333,0.100833333,-0.115833333,-0.0725,0.2075,0.176666667,-0.358333333,0.554166667,-0.295833333,-0.758333333,0.388333333,0.424166667,-0.1125,0.224166667,-0.238333333,-0.303333333,-0.681666667,-0.856666667,0.128333333,-0.1325
pote.txt_715,0.219537111,0.51955167,0.639521735,-0.260134545,1.082509184,0.123,0.243,0.3485,-0.1345,0.6135,-0.064,0.198,0.157,-0.0945,-0.12,0.0645,-0.003,0.3205,-0.20545,-0.42865,-0.05855,-0.5299,-0.3496,0.59385,0.5855,0.2365,0.3345,0.1635,-0.483,0.514,0.763,0.0885,-0.134,0.3275,-0.0615,0.342,-0.0275,0.04635,-0.0054,0.14105,0.03055,-0.1198,0.289,0.4465,-1.247755,2.03465,-0.565905,-0.4635,0.767,1.9245,-0.086,0.795,0.522,0.2145,0.07,0.1998,-0.00595,0.04195,0.03745,-0.5856,0.1611,0.10125,0.04855,-0.2033,-0.5842,0.4867,0.45115,1.080735,0.371775,-1.21014,0.198215,0.091025,-0.532555,0.297,-0.45333,-0.314855,1.954465,1.12187,-2.989,0.364,-0.413,-0.216,0.6175,-0.2955,0.1975,0.12,0.8505,0.4945,0.4725,0.206,-0.0445,-0.5815,0.276,0.228,-0.2125,0.6325,-0.177,0.937,0.484,-0.0215,0.7435,-0.7065
pote.txt_6731,-0.111539193,0.591510948,-0.022090729,0.131674388,0.308678854,0.082941176,-0.220588235,0.404117647,-0.22,-0.001764706,-0.130588235,0.262352941,-6.53E-18,-0.043529412,-0.211764706,-0.364117647,-0.284705882,0.241764706,0.016764706,-0.613411765,-0.318529412,0.136294118,0.340294118,-0.111,0.539411765,-0.297058824,-0.122941176,-0.208823529,0.223529412,-0.247058824,0.589411765,-0.193529412,-0.173529412,0.153529412,-0.372941176,0.408823529,-0.347058824,0.038823529,0.125882353,0.072647059,-0.060235294,0.045588235,-0.759411765,-0.094705882,0.070876471,-1.696958824,1.828647059,-0.848823529,-1.595294118,1.534117647,0.338235294,-0.547058824,0.021176471,0.096470588,0.201764706,0.207,0.150411765,0.004411765,-0.008411765,-0.936705882,-0.229823529,-0.023117647,0.081941176,-0.405470588,-0.638352941,0.218705882,0.233647059,-1.099623529,0.492429412,-0.515611765,-0.275741176,1.010670588,0.047217647,-2.171117647,1.000188235,-0.295964706,-1.151717647,0.492994118,-5.026470588,-0.813529412,-0.425294118,0.221176471,0.680588235,0.091176471,-0.300588235,-0.377647059,0.322941176,0.261176471,-0.336470588,0.192941176,0.315882353,-0.904705882,0.02,0.473529412,-0.041764706,0.259411765,-0.701764706,-0.228823529,-0.731764706,0.300588235,0.237647059,-0.020588235
pote.txt_3827,0.623453797,-0.027383297,1.146316657,-0.6601856,1.577004829,-0.1,1.085714286,0.01,-1.038571429,0.782857143,0.217142857,0.145714286,-0.068571429,-0.275714286,-0.082857143,0.482857143,0.788571429,0.364285714,-0.340571429,0.183857143,1.181571429,-0.770285714,-0.376857143,1.396,0.254285714,1.625714286,0.474285714,0.395714286,-1.468571429,0.507142857,0.32,-0.394285714,-0.854285714,0.274285714,0.302857143,0.574285714,0.37,-0.029142857,-0.286,0.227857143,-0.111857143,-0.080714286,3.211428571,0.671428571,0.292885714,9.211014286,0.982857143,1.547142857,5.721428571,1.878571429,0.15,0.491428571,0.88,0.098571429,0.435714286,0.199,-0.105285714,0.256428571,-0.074,0.331857143,0.434428571,0.104,-0.553285714,-0.076,0.084857143,1.150571429,0.571571429,8.068228571,-0.981428571,0.011757143,0.0448,0.250514286,-1.000857143,8.751685714,-0.4377,-0.920871429,9.420042857,1.185257143,2.587142857,1.078571429,-0.692857143,-1.062857143,-0.265714286,-0.197142857,1.711428571,1.475714286,1.047142857,1.207142857,0.784285714,0.31,0.11,0.232857143,0.275714286,-0.372857143,0.128571429,0.82,0.222857143,0.142857143,3.117142857,-1.747142857,2.611428571,-0.778571429
pote.txt_10867,0.125926267,-0.09752067,-0.286771221,0.363685774,-0.025495131,0.273953488,-0.183488372,-0.018372093,-0.093255814,0.034651163,0.228139535,0.124418605,-0.11372093,0.210697674,-0.170697674,-0.109302326,-0.309534884,0.172790698,-0.248023256,0.033255814,-0.147534884,0.509232558,0.062348837,-0.124162791,-0.125581395,-0.228372093,-0.285581395,0.14744186,-0.002093023,-0.633488372,0.028604651,-0.012325581,-0.05627907,-0.192093023,-0.345581395,0.348372093,-0.356511628,0.052325581,0.015930233,-0.077697674,-0.092465116,0.06144186,-0.52744186,-0.055348837,-1.573118605,-0.952765116,1.118855814,-1.17255814,-0.492790698,-0.277906977,0.683255814,-0.508139535,0.279302326,-0.006744186,0.208604651,0.231139535,0.058139535,-0.008581395,-0.036627907,-0.876906977,-0.276093023,-0.216395349,-0.070813953,-0.134767442,-0.376651163,0.156906977,0.369837209,-0.235813953,-0.668725581,0.095023256,-0.07764186,0.751723256,0.125006977,-0.796504651,0.160072093,-0.564465116,0.110562791,0.454532558,-4.717906977,-0.18255814,-0.055116279,0.206511628,0.750232558,-0.104418605,-0.091860465,-0.22627907,-0.044418605,0.11744186,-0.19744186,0.31744186,-0.092790698,-0.849534884,0.079534884,0.416511628,-0.368837209,0.289069767,-0.434186047,0.26255814,-0.293023256,-0.136976744,-0.16372093,0.521860465
pote.txt_9369,-0.045156661,0.106703993,1.016532,0.307240079,1.017389225,-0.094285714,-0.115,0.022142857,0.082142857,0.235,0.25,0.238571429,-0.15,0.021428571,-0.061428571,-0.160714286,-0.244285714,0.233571429,0.074928571,-0.185642857,-0.099857143,0.285142857,-0.291642857,0.148214286,0.164285714,-0.194285714,0.225714286,-0.003571429,-0.051428571,-0.207142857,0.57,0.218571429,-0.194285714,0.350714286,-0.285714286,0.422142857,-0.299285714,0.004428571,0.060357143,-0.009857143,-0.041857143,-0.047714286,-0.367142857,-0.110714286,-0.100521429,-0.8498,-0.000871429,-0.045,-0.881428571,0.631428571,0.255714286,0.19,0.442857143,0.171428571,0.225,0.221,0.058714286,-0.011357143,0.042642857,-0.844142857,-0.091928571,-0.008285714,0.082285714,-0.180642857,-0.518,0.013785714,0.321642857,-1.261328571,0.128307143,-0.243692857,-0.106678571,0.297421429,0.042192857,-2.264392857,-0.100371429,-0.356092857,-1.274478571,0.7209,-4.662857143,0.095714286,-0.185,0.354285714,0.775,0.040714286,-0.135714286,-0.222142857,0.280714286,0.229285714,-0.088571429,0.159285714,-0.383571429,-0.83,0.315,0.445,-0.350714286,0.172142857,-0.281428571,-0.067857143,-0.671428571,-0.269285714,-0.115,-0.242857143
pote.txt_3913,-0.59533918,0.0090776,0.6719274,-2.1275244,-0.18358096,-1.58,2.28,1.17,-1.61,0.12,0.24,-0.54,-0.4,-0.35,0.5,0.06,1,-0.47,0.844,-0.075,2.069,-1.36,-0.81,-0.38,0.3,2.1,-0.72,-1.57,-1.16,0.57,-0.48,-0.4,-2.3,-0.6,1,0.98,-0.47,-0.296,-0.186,0.389,0.083,0.297,4.28,-0.18,11.919,7.9189,1.2488,7.33,4.55,2.77,-2.41,-1.08,1.04,0.23,0.59,0.183,-0.011,0.493,0.05,0.853,0.039,0.26,-1.163,0.16,-0.202,1.01,0.195,9.8424,2.7928,3.2729,-0.218,-0.0868,-0.784,12.339,3.0831,0.1657,7.2301,-1.8468,5.73,-2.67,-0.07,-1.96,-0.54,1.5,2.06,1.79,0.75,0.75,-0.13,-1.01,-0.85,0.61,-1.13,-0.39,0.82,0.78,-0.16,-4.36,3.94,0.59,3.44,-1.59
pote.txt_3091,0.0656907,-0.538609609,0.123925531,0.406493681,0.434629096,-0.19625,-0.22875,-0.4325,-0.3475,0.28,0.210625,0.13625,-0.04625,0.13375,-0.139375,-0.173125,0.011875,0.21875,-0.077125,0.5455,0.3479375,0.5680625,-0.0014375,0.58475,-0.525625,0.213125,0.21375,0.16,-0.141875,-0.741875,0.44625,-0.253125,-0.011875,0.07375,-0.38,0.54,-0.046875,-0.0468125,-0.091,-0.095125,-0.174875,-0.00725,0.554375,-0.17625,0.91006875,1.5623375,1.42811875,1.018125,1.015,-0.47,1.181875,-0.3825,0.6025,0.08875,0.393125,0.23575,0.0355625,0.024,-0.16225,-0.6261875,-0.191375,-0.0445625,-0.0896875,-0.328,0.2020625,0.2803125,0.2819375,0.78865625,-1.03034375,0.2977625,-0.50225625,0.82884375,0.196075,0.06674375,0.41111875,-0.906175,0.8587375,0.1242375,-3.22125,0.540625,-0.42375,0.379375,0.275,0.105,0.263125,0.341875,-0.2075,0.641875,-0.214375,0.295,-0.125,-0.620625,0.424375,0.3125,-0.100625,0.026875,-0.121875,-0.688125,-0.065,-1.36875,0.34375,0.25
pote.txt_5273,0.472385315,0.389227423,0.162142918,-0.560586036,0.439103397,0.093636364,0.775454545,0.210909091,-0.920909091,0.193636364,-0.206363636,0.050909091,-0.095454545,-0.297272727,-0.087272727,0.256363636,0.439090909,0.085454545,-0.332,-0.300727273,0.784363636,-0.653,0.362454545,0.492181818,0.616363636,1.145454545,-0.116363636,0.046363636,-0.963636364,0.306363636,0.076363636,-0.662727273,-0.549090909,0.132727273,0.215454545,0.496363636,-0.003636364,0.013545455,-0.152090909,0.253090909,-0.082272727,0.059636364,2.121818182,0.406363636,0.088272727,5.921254545,2.128545455,0.355454545,3.72,1.798181818,-0.358181818,-0.327272727,-0.108181818,0.027272727,0.361818182,0.188818182,-0.034454545,0.179181818,-0.056272727,0.015545455,0.201090909,0.006636364,-0.492363636,-0.079818182,-0.117,0.805545455,0.212090909,4.952309091,-0.344572727,0.652290909,0.057318182,0.1154,-0.6652,6.216109091,0.455372727,-0.055290909,5.399609091,0.6599,0.815454545,-0.131818182,-0.417272727,-0.956363636,-0.175454545,-0.053636364,1.306363636,0.973636364,0.742727273,0.590909091,0.362727273,0.073636364,0.690909091,-0.04,-0.127272727,-0.255454545,0.085454545,0.498181818,-0.126363636,-0.245454545,2.475454545,-0.548181818,1.878181818,-0.208181818
pote.txt_10985,-0.044760892,0.42745091,-0.294434175,0.29334831,-0.086536094,0.198,-0.048,-0.01,-0.064,-0.1655,0.0825,0.2555,0.0145,0.03,0.129,-0.165,-0.306,0.0985,-0.4321,-0.391,-0.14445,0.32155,0.1026,0.0035,0.325,-0.222,0.214,0.0295,0.1155,-0.272,-0.104,0.082,-0.323,0.0185,-0.264,0.4615,-0.4205,0.02905,0.08425,0.0244,-0.07875,-0.0087,-0.4615,-0.0265,-0.580255,-1.328305,1.279525,-0.8745,-0.9935,0.554,0.3125,-0.34,0.2035,0.44,-0.276,0.21585,0.07665,-0.0078,-0.03235,-0.8566,-0.1916,-0.16535,-0.0634,-0.1754,-0.5513,0.17755,0.3442,-0.240945,-0.54924,-0.09272,0.42667,0.418555,-0.15107,-0.63106,0.252735,-0.34964,-0.273395,0.561295,-4.469,-0.4425,-0.0375,0.0365,0.695,-0.034,-0.17,-0.285,0.137,0.0645,-0.411,0.345,0.0765,-0.8145,-0.0455,0.368,-0.35,0.301,-0.456,0.048,-0.5315,-0.299,-0.131,0.2215
pote.txt_6181,-0.151360563,0.041673063,0.297422887,0.117412447,0.380253652,-0.01,-0.428,-0.032666667,0.062,0.223333333,-0.062,0.028,-0.139333333,-0.042,0.027333333,-0.144666667,-0.293333333,0.186666667,0.1148,0.025533333,-0.289533333,-0.035,0.1172,0.202333333,-0.052666667,-0.259333333,0.284666667,0.021333333,-0.022666667,0.268666667,0.204666667,-0.268,0.018666667,0.214,-0.462,0.486,-0.324666667,-0.006133333,0.039333333,-0.021933333,0.007466667,-0.069466667,-0.468666667,0.008,0.234946667,-1.0503,-0.152393333,0.164666667,-0.857333333,0.024666667,0.450666667,0.222,-0.116,-0.037333333,-0.112,0.2274,0.062266667,-0.046133333,0.0374,-0.8944,-0.289866667,-0.182733333,0.046,-0.093666667,-0.1574,0.2828,-0.1268,-0.911693333,-0.201473333,-0.432286667,-0.667053333,0.165706667,-0.097933333,-1.559886667,-0.148426667,-0.059893333,-0.977973333,0.17114,-4.877333333,-0.061333333,-0.258,0.397333333,0.477333333,-0.020666667,-0.357333333,-0.161333333,-0.16,0.107333333,-0.074,0.003333333,0.186666667,-0.860666667,0.163333333,0.554666667,-0.002666667,0.253333333,-0.052,0.162666667,-0.796,-0.111333333,-0.012666667,-0.23
pote.txt_8903,-0.180336694,0.435059637,0.436723708,-0.067279774,0.745519938,-0.054871795,0.062564103,0.420769231,0.269230769,0.4,-0.009487179,0.216923077,0.123589744,0.045384615,-0.058461538,-0.183589744,-0.245128205,0.229487179,0.093794872,-0.430923077,-0.321769231,-0.261538462,-0.393615385,0.175102564,0.419230769,-0.241794872,0.207692308,-0.14974359,-0.222051282,0.360512821,0.543333333,0.332307692,0.101282051,0.315897436,-0.130769231,0.345641026,-0.305641026,0.010769231,0.093564103,0.06074359,0.073153846,-0.083923077,-0.564871795,0.105384615,0.166235897,-0.94065641,-1.087407692,0.069230769,-1.232820513,1.451794872,-0.206923077,0.739230769,0.414358974,0.077179487,-0.073846154,0.208102564,0.057769231,0.020333333,0.08474359,-0.842692308,-0.040589744,0.052615385,0.115589744,-0.221538462,-0.806102564,0.263307692,0.422,-0.856430769,0.987017949,-0.905015385,0.27415641,0.239751282,-0.385935897,-1.902033333,-0.011351282,-0.182994872,-0.548592308,0.948464103,-4.598461538,-0.295641026,-0.163076923,-0.010769231,0.914358974,-0.043333333,-0.31025641,-0.308205128,0.501794872,0.196923077,0.208205128,0.067948718,-0.234358974,-0.828717949,0.074102564,0.441794872,-0.334871795,0.531282051,-0.371794872,0.54,-0.418461538,0.551025641,0.256410256,-0.587435897
pote.txt_10295,0.116071679,0.123418461,0.735419635,0.035579265,1.041224366,-0.133529412,0.111764706,-0.058235294,-0.054117647,0.523529412,0.054705882,0.218235294,0.072352941,0.138823529,-0.216470588,-0.002352941,0.092352941,0.348823529,-0.181764706,-0.009294118,0.237176471,-0.167823529,-0.349235294,0.919705882,0.181764706,0.344117647,0.637058824,0.214705882,-0.611764706,0.105882353,0.334705882,0.061764706,0.001176471,0.358235294,-0.175294118,0.426470588,0.042941176,-0.016176471,-0.057529412,0.067823529,-0.063294118,-0.152176471,0.691176471,0.167058824,0.024288235,2.624235294,-0.222594118,0.701176471,1.334705882,0.877058824,0.511176471,0.704705882,0.422941176,0.317058824,0.262352941,0.217,0.000647059,0.075235294,-0.000705882,-0.503411765,0.075058824,0.096352941,-0.010058824,-0.277176471,-0.319529412,0.411411765,0.403176471,2.597888235,-0.363011765,-0.954952941,-0.016782353,0.436617647,-0.277217647,1.803658824,-0.438858824,-0.816129412,4.000205882,1.373076471,-2.531764706,0.635882353,-0.434705882,-0.140588235,0.419411765,-0.153529412,0.348235294,0.361764706,0.354117647,0.655294118,0.367058824,0.116470588,-0.003529412,-0.512352941,0.356470588,0.162352941,-0.19,0.427647059,-0.099411765,0.359411765,0.528823529,-0.654117647,0.695294118,-0.538823529
pote.txt_5447,-0.023528006,-0.494257563,-0.0059382,0.254471173,-0.184724788,-0.121818182,-0.21,-0.365454545,0.052727273,-0.132727273,0.212727273,-0.157272727,0.095454545,0.267272727,-0.332727273,-0.171818182,-0.174545455,-0.079090909,0.093909091,0.440727273,0.23,0.544818182,0.008454545,-0.066909091,-0.474545455,0.045454545,-0.167272727,0.002727273,-0.134545455,-0.682727273,-0.057272727,0.174545455,0.352727273,-0.221818182,-0.294545455,0.332727273,-0.250909091,-0.037636364,-0.048090909,-0.109454545,-0.094818182,0.072545455,0.163636364,-0.241818182,0.995672727,0.199418182,0.717854545,0.552727273,0.238181818,-1.176363636,0.230909091,-0.625454545,0.177272727,0.081818182,0.249090909,0.241545455,-0.001636364,0.032090909,-0.106545455,-0.715727273,-0.309727273,-0.055545455,-0.113545455,-0.203090909,0.292909091,0.018909091,0.163454545,0.731781818,-0.662563636,0.301081818,-0.398681818,0.622509091,0.764054545,0.477581818,0.2383,-0.654645455,1.2008,-0.283563636,-3.755454545,0.255454545,-0.201818182,0.22,0.329090909,0.159090909,0.137272727,0.140909091,-0.372727273,-0.049090909,-0.199090909,0.092727273,-0.073636364,-0.699090909,0.22,0.283636364,-0.107272727,0.226363636,-0.237272727,-0.563636364,-0.118181818,-0.381818182,-0.488181818,0.291818182
pote.txt_5655,0.110246678,-0.847394398,-0.661482777,0.695819115,0.131534433,-0.314615385,-0.549230769,-0.740769231,-0.418461538,0.35,0.236153846,0.190769231,0.126923077,-0.063076923,-0.312307692,-0.327692308,-0.003846154,0.279230769,0.128615385,0.890538462,0.410538462,1.26,0.228461538,0.322923077,-0.810769231,0.186923077,-0.292307692,0.040769231,0.224615385,-1.786923077,0.943846154,-0.446153846,0.073846154,0.694615385,-0.650769231,0.433846154,0.096923077,-0.049692308,-0.110384615,-0.196153846,-0.275538462,0.114461538,0.410769231,-0.36,1.712353846,1.340584615,2.563892308,1.174615385,0.826923077,-0.815384615,1.623846154,-1.418461538,1.006153846,-0.060769231,0.134615385,0.257384615,0.066,0.006076923,-0.289615385,-0.758,-0.170692308,0.086461538,-0.038538462,-0.520846154,0.769307692,0.100384615,0.237153846,-0.045276923,-1.845815385,0.919207692,-1.338653846,0.962092308,0.525515385,-1.215515385,0.805384615,-1.373392308,-0.565215385,-0.532861538,-4.055384615,0.925384615,-0.865384615,1.018461538,0.103846154,0.293846154,0.221538462,0.359230769,-0.193846154,0.750769231,-0.55,0.697692308,-0.320769231,-0.730769231,0.807692308,0.481538462,0.269230769,-0.155384615,-0.102307692,-1.405384615,-0.536153846,-1.713846154,0.174615385,0.671538462
pote.txt_7935,0.243076505,-0.220649609,0.273512804,0.140721483,0.722348023,0.065833333,-0.087083333,-0.504583333,-0.084583333,0.30125,0.19,0.230416667,-0.111666667,0.005833333,-0.157916667,0.0275,-0.049166667,0.379166667,-0.220041667,0.278958333,0.186708333,0.253458333,-0.059833333,0.623541667,-0.186666667,0.224166667,0.3175,0.362083333,0.32625,-0.442916667,0.195416667,-0.092916667,-0.145833333,0.488333333,-0.35,0.52,-0.105833333,0.00625,-0.079208333,-0.032666667,-0.120416667,-0.0675,0.440833333,0.10125,-0.6914125,1.843204167,0.817604167,-0.116666667,1.164583333,0.098333333,1.15875,-0.029166667,0.31375,-0.079166667,0.155833333,0.231041667,0.003125,0.036916667,-0.062083333,-0.637166667,0.008041667,0.029166667,-0.086625,-0.187208333,0.204291667,0.300291667,0.183125,1.727733333,-0.819808333,-0.485570833,-0.5331875,0.660345833,0.052716667,0.9850375,-0.190675,-0.760958333,2.449558333,0.146108333,-3.356666667,0.715416667,-0.62625,0.228333333,0.1925,-0.128333333,0.140833333,0.262083333,0.082916667,0.625,0.13625,0.370416667,-9.25E-18,-0.62875,0.462916667,0.294583333,0.11125,0.330833333,-0.051666667,0.145833333,0.04,-1.1375,0.637916667,0.00375
pote.txt_8825,-0.015677523,0.013881846,-0.094747549,0.290359017,0.366421259,0.157714286,-0.424,0.369428571,-0.148,0.339714286,-0.015142857,0.138857143,0.107428571,0.178,-0.113142857,-0.292,-0.390571429,0.297714286,-0.157628571,-0.070457143,-0.532714286,0.260171429,-0.0784,-0.010114286,-0.065428571,-0.503714286,-0.217428571,0.046285714,0.026571429,-0.264857143,0.71,-0.058571429,-0.141428571,0.415428571,-0.489428571,0.214285714,-0.262285714,0.054771429,0.067,-0.073285714,-0.016057143,0.007714286,-1.118,0.050857143,-1.259937143,-1.966454286,0.471437143,-0.997142857,-1.625714286,0.544857143,0.464285714,-0.166285714,0.654285714,-0.124857143,0.311142857,0.217342857,0.124342857,-0.060371429,-0.043342857,-1.062342857,-0.274171429,-0.112657143,0.193571429,-0.322514286,-0.685114286,0.293142857,0.416114286,-2.546634286,0.404177143,-0.807834286,-0.298631429,0.760182857,0.068491429,-4.250534286,0.350851429,-0.385674286,-2.729868571,0.535545714,-5.901142857,-0.261714286,-0.318571429,0.555428571,0.987142857,-0.136,-0.473142857,-0.479142857,0.191714286,0.206285714,-0.145428571,0.377142857,-0.098857143,-1.025714286,0.259428571,0.677428571,-0.262,0.260571429,-0.488,0.579714286,-1.143714286,0.149142857,0.046,-0.120285714
pote.txt_7317,-0.426827298,-0.203829458,-0.0967682,0.750376084,0.096417923,-0.28,-0.550526316,-0.133684211,0.004210526,-0.131052632,0.271052632,0.299473684,0.076315789,0.090526316,-0.048947368,-0.594210526,-0.307894737,0.116315789,0.253315789,0.121210526,-0.065052632,0.955789474,0.121210526,-0.095736842,-0.301578947,-0.472631579,0.060526316,-0.304736842,-0.092631579,-0.844210526,0.19,0.092105263,0.118421053,-0.156315789,-0.571052632,0.460526316,-0.354210526,-0.060894737,0.095157895,-0.131105263,-0.146052632,0.065578947,-0.739473684,-0.651578947,2.360857895,-2.786473684,1.691173684,1.033157895,-2.044210526,-0.495789474,0.864210526,-0.710526316,0.428421053,0.223684211,-0.067894737,0.240789474,0.154526316,-0.022578947,-0.130684211,-1.023315789,-0.426789474,-0.180526316,0.050210526,-0.429684211,-0.304736842,0.029894737,0.325894737,-1.950742105,-0.880231579,0.763394737,-0.486163158,0.953805263,0.152489474,-3.100057895,0.944731579,-0.865826316,-2.548605263,0.590463158,-5.607894737,-0.408421053,-0.167368421,0.764210526,0.766842105,0.410526316,-0.340526316,-0.353684211,-0.365263158,0.192105263,-0.810526316,0.343684211,-0.215263158,-0.985263158,0.181052632,0.643157895,-0.251052632,-0.054210526,-0.490526316,-1.18,-1.240526316,-0.526315789,-0.348947368,0.607368421
pote.txt_2435,-0.122092527,-0.327417914,0.547621675,-0.9256658,0.308177969,-0.86375,0.88125,0.18,-0.99125,0.19375,0.2225,-0.22,-0.12375,-0.2125,0.06125,-0.05,0.5225,-0.0375,0.41575,0.3135,1.29475,-0.267,-0.40475,0.135,-0.15625,1.235,-0.22375,-0.59375,-0.33125,-0.3725,0.06375,-0.25125,-1.13125,-0.25625,0.16625,0.70375,-0.13625,-0.16475,-0.166625,0.139375,-0.098375,0.154125,2.49875,-0.1225,6.39825,5.338,2.055075,3.96,3.1425,1.035,-0.24,-1.1025,0.92625,0.4025,0.33375,0.21775,0.0105,0.257875,-0.139375,0.099125,-0.092875,0.165375,-0.61725,-0.145125,0.41625,0.59025,0.124125,5.370525,0.46715,1.9259625,-0.9214125,0.611825,0.028975,6.010825,1.8870125,-0.6104875,4.0427875,-1.386625,1.13875,-0.75,-0.5375,-0.52125,-0.34625,0.78625,1.19625,1.1525,0.25,0.85,-0.27,-0.1075,-0.48625,-0.015,-0.15375,0.0125,0.67625,0.43125,-0.08,-2.62875,1.81375,-0.7275,1.8975,-0.58
