#name,PAAC_1,PAAC_2,PAAC_3,PAAC_4,PAAC_5,PAAC_6,PAAC_7,PAAC_8,PAAC_9,PAAC_10,PAAC_11,PAAC_12,PAAC_13,PAAC_14,PAAC_15,PAAC_16,PAAC_17,PAAC_18,PAAC_19,PAAC_20,PAAC_21,PAAC_22
pote.txt_7569,1.48,1.48,0,0,0.74,1.48,0,0,2.22,0.74,0,0,1.48,0,1.48,1.48,0.74,0,0.74,0.74,9.573,12.627
pote.txt_8889,0,2.285,0,0,0.914,2.742,0.457,1.371,0.914,0.457,0,0.457,1.371,0.457,2.285,0.914,0.914,0.914,0.457,0,9.87,9.689
pote.txt_19,1.151,0,1.151,0,1.151,3.454,0,3.454,2.302,2.302,0,0,0,0,0,1.151,0,2.302,0,0,7.326,10.636
pote.txt_8431,5.442,0,0,0.777,0,2.332,0,0,2.332,3.11,0.777,2.332,0,0.777,0,0.777,0,1.555,0.777,0,7.679,7.983
pote.txt_6623,1.608,0,0,0,0.804,0,0,1.608,4.02,2.412,0,0,0,0,2.412,0,0,0.804,0,0,22.048,1.808
pote.txt_1899,0,1.724,0,0,1.724,0.862,0,0,3.447,1.724,0,0,1.724,0,0,0.862,0.862,0,1.724,0.862,10.246,11.002
pote.txt_5297,0,0,0,0,0,1.625,0,1.625,2.437,0.812,0,0,0,0,0.812,0,0,0.812,1.625,0,13.866,17.662
pote.txt_4135,0,0,0,0,0,0,0,0,7.677,9.597,0,0,0,0,0,0,0,0,0,0,13.873,5.283
pote.txt_5153,0,1.17,0,0,1.17,0,0,0,1.17,0,1.17,1.17,0,2.34,3.509,0,0,1.17,1.17,0,12,11.295
pote.txt_1443,2.288,0,0,0,0,11.442,0,0,0,6.865,0,0,11.442,0,0,6.865,0,4.577,0,0,2.645,3.238
pote.txt_7451,0,0,0,0,1.471,1.471,0,0.736,0.736,0,0,0,5.149,0,2.942,1.471,0,0,0.736,0,12.545,9.776
pote.txt_601,1.183,0,0.591,0,0.591,2.366,0.591,0,2.957,1.183,0,0.591,0,0,0.591,0,0.591,1.774,1.183,0.591,9.898,12.321
pote.txt_9013,1.88,4.7,0.94,0,0.47,4.23,0,0,0.94,0.47,0,0.47,0.47,1.88,1.41,1.41,0,0,0,0.94,8.737,7.574
pote.txt_6561,0,0,0,0,0,0,0,1.268,1.268,0.634,0,0.634,0,0,1.268,0,0,0.634,4.438,0,15.325,15.252
pote.txt_4723,2.335,0,2.335,0,0,0,0,2.335,2.335,9.341,0,0,0,2.335,0,2.335,0,2.335,0,0,5.713,6.733
pote.txt_8117,3.007,0,0,0,1.503,2.255,2.255,2.255,0.752,1.503,0,0,0,0,4.51,0.752,0,0,0,0,6.621,10.976
pote.txt_11231,1.66,0,0.415,0.83,0.415,1.66,0,2.49,2.49,0.415,0.415,0.415,0.415,0,1.245,0.415,0,0.83,0.415,0,11.062,11.527
pote.txt_5403,0,0,0,0,1.719,1.719,0,1.719,3.438,8.595,0,0,1.719,0,0,1.719,0,1.719,0,0,6.088,8.534
pote.txt_2635,4.948,2.474,0,0,0,0,0,0,0,4.948,0,0,0,2.474,0,0,0,7.422,2.474,0,6.228,6.785
pote.txt_1713,2.894,0,0,0,0,0,0,2.894,4.34,4.34,0,0,0,0,0,1.447,1.447,2.894,0,0,6.342,9.93
pote.txt_5261,0,0,0,2.714,0,2.714,0,0,0,2.714,0,2.714,0,0,0,5.429,0,0,2.714,0,7.108,10.292
pote.txt_5461,1.29,0,1.29,1.29,2.579,1.29,0,3.869,1.29,1.29,0,0,0,0,0,0,0,0,0,0,11.366,11.708
pote.txt_11089,0,0,5.042,3.361,3.361,0,0,0,0,3.361,0,3.361,0,0,0,5.042,0,0,0,1.681,7.497,5.232
pote.txt_5701,3.103,0,0,0,1.034,1.034,0,1.034,2.068,2.068,0,0,0,0,0,0,1.034,0,2.068,0,11.789,12.419
pote.txt_7701,1.923,1.923,0,0,0,0,0,0,3.845,3.845,0,0,0,0,1.923,0,0,0,0,0,12.623,11.562
pote.txt_1495,1.628,1.086,0.543,0.543,0.543,2.714,0,2.171,2.714,1.086,0,1.086,0,0,0.543,0,1.086,0.543,0.543,0,8.934,10.722
pote.txt_10373,2.542,0,0,0,2.542,0,0,0,5.084,0,0,0,0,0,0,0,0,0,0,0,14.025,16.495
pote.txt_10805,1.827,0,0,5.481,0,0,0,1.827,1.827,0,0,0,1.827,0,0,0,1.827,0,0,3.654,7.923,10.187
pote.txt_9591,0,1.593,0,0,0,0,0,0,1.593,0,0,0,0,0,3.186,0,0,0,3.186,0,9.629,22.372
pote.txt_2973,1.218,0,0,0,1.218,1.218,4.872,0,2.436,0,0,0,0,0,2.436,0,0,0,0,1.218,9.138,13.318
pote.txt_12109,0,0,0,0,0,0,0,0,1.618,2.157,0,0,0,0,4.314,0,0,0,0,2.157,10.955,19.381
pote.txt_11035,0,0,0,0,1.033,1.033,0,3.099,4.132,2.066,0,0,0,0,0,0,0,0,1.033,0,11.985,13.987
pote.txt_8503,1.812,0,0.604,0.604,1.208,1.812,0.604,1.208,4.832,3.02,0,0,0.604,0,0,0.604,0,0,0,0.604,7.482,11.412
pote.txt_7709,2.468,0,0.822,0,1.645,2.468,0,0,3.29,2.468,0.822,1.645,0.822,0,0,0,0,1.645,0,0,7.693,10.594
pote.txt_2871,0,0,0,0,0,3.606,1.803,0,6.311,2.705,0,2.705,0,0,0,0,0,0,0.902,0,10.096,8.258
pote.txt_10717,0,0,0.798,0,1.595,0,0,1.595,1.595,1.595,0,0,0,0.798,2.393,0,0,0,0,0,12.989,17.064
pote.txt_11659,0,0,0,0,0,0,0,0,19.332,0,0,0,0,0,0,0,0,11.599,0,0,2.953,6.888
pote.txt_4415,0,0,0,4.709,0,0,0,0,0,0,0,0,2.355,2.355,0,0,2.355,4.709,0,4.709,7.744,7.757
pote.txt_339,0.428,2.567,0,0,0.428,2.567,0,1.284,1.284,0.428,0.428,0.856,0.856,1.712,2.996,1.284,0.856,1.284,0,0,8.18,8.98
pote.txt_9619,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,4.111,0,0,0,2.055,0,16.043,21.881
pote.txt_9425,2.822,1.411,0.705,0,1.411,0.705,0,0.705,2.822,3.528,0,0.705,0,0.705,0,4.233,2.822,0.705,0,0,6.659,7.3
pote.txt_11687,0,3.521,0,0.587,0.587,4.694,0,0.587,0.587,0.587,0,2.347,1.76,1.174,1.76,0.587,0,0.587,0,1.76,8.622,6.933
pote.txt_1497,2.958,1.972,0,0,1.972,0,0,0.986,3.944,2.958,0,0.986,0.986,0,0,0.986,2.958,2.958,0,0,6.14,7.564
pote.txt_423,6.912,0,0,1.728,0,0,5.184,1.728,3.456,1.728,0,0,0,0,0,0,1.728,1.728,0,1.728,5.704,6.607
pote.txt_4103,2.116,0,0,0,0,0,0,0,2.116,4.231,0,0,2.116,0,4.231,0,0,4.231,0,0,8.14,9.222
pote.txt_12077,0,0,0,0,0,0,2.131,0,10.653,4.261,0,0,0,2.131,0,0,0,0,0,0,9.671,7.565
pote.txt_10581,2.141,0,0,0,1.07,0,0,0,6.422,3.211,0,0,0,0,0,0,0,0,0,0,10.114,15.081
pote.txt_7079,0.921,0,0,0,0.46,0,0,0,0,2.302,0,0,0,0,3.683,0,0,0.46,0.46,0,13.861,21.657
pote.txt_11269,1.322,0,0.441,0.441,0.881,2.203,0.441,1.322,1.322,0.441,0,0.881,0,0,1.322,0,0.441,2.644,0,0,11.743,11.458
pote.txt_9799,0,2.385,0,0,0,7.155,0,2.385,2.385,5.963,0,0,0,0,0,2.385,0,2.385,0,0,5.204,7.623
pote.txt_1317,0.676,0.676,0.676,0.338,0.676,2.703,0,1.689,2.703,0.338,0.676,0.676,0,0,0.676,0.676,0.338,2.027,0,0,10.203,11.007
pote.txt_7173,2.152,0,0,0,2.152,2.152,0,2.152,2.152,4.304,0,0,1.076,0,0,2.152,1.076,0,1.076,0,7.772,8.342
pote.txt_8091,2.779,1.853,0.926,0,0,0.926,0,0.926,1.853,1.853,0,0,3.705,1.853,0.926,1.853,0.926,1.853,0,0.926,7.525,6.52
pote.txt_8847,3.083,1.028,0,0.514,1.028,2.055,0.514,1.028,3.083,2.055,0,1.541,0,1.028,0,0.514,0.514,1.028,0,0,7.476,9.913
pote.txt_8199,0.624,1.249,0,1.249,0.624,0.624,0,0.624,2.498,0,0.624,0,1.249,0.624,2.498,0.624,0.624,1.249,0.624,0,10.593,10.53
pote.txt_4461,1.313,0,0,0,0,0,0,0,3.938,3.938,0,0,0,0,0,0,1.313,1.313,1.313,0,9.199,15.522
pote.txt_6595,1.131,0,1.131,0,1.131,4.526,0,2.263,2.263,2.263,0,0,0,0,0,1.131,0,3.394,0,0,6.684,10.497
pote.txt_4983,0,0,0,0,0,2.94,0,2.94,2.94,7.35,0,0,0,0,0,1.47,0,0,0,0,8.071,10.691
pote.txt_7679,1.314,1.314,0,0,0,0.657,0,0,0,0.657,0,0,0,0,3.284,0,0,3.284,1.314,1.97,12.653,11.011
pote.txt_2037,0,0,0,0,2.519,1.259,0,2.519,4.198,0,0,0,0.42,0,1.259,0,0.84,0,0,0,10.209,14.699
pote.txt_7195,4.143,0,0,0,2.762,0,1.381,5.524,1.381,4.143,0,1.381,1.381,0,0,4.143,0,0,0,0,4.96,7.17
pote.txt_4729,4.928,0,0,0,3.286,1.643,0,1.643,3.286,1.643,1.643,0,0,0,0,0,0,0,0,0,8.185,10.129
pote.txt_11065,1.324,3.531,0,0.441,0.883,1.766,0.883,0.883,1.766,0.883,0,2.648,1.324,0.883,0.883,1.324,0.441,0.883,0.441,0.883,6.784,8.041
pote.txt_12121,0.794,2.381,0.794,0,0,0,0,0.794,2.381,0.794,0,0.794,1.587,0,3.174,0.794,0,1.587,0,0.794,10.817,9.026
pote.txt_11785,1.133,6.797,0,1.133,2.266,4.532,0,1.133,1.133,2.266,0,1.133,1.133,0,0,1.133,3.399,1.133,0,1.133,5.701,4.793
pote.txt_2719,0,0,0,3.546,0,0,0,0,0,0,10.637,0,1.773,5.319,3.546,0,0,0,0,0,7.189,5.775
pote.txt_977,5.026,2.513,0,0,1.257,1.257,0,5.026,3.77,1.257,1.257,0,1.257,0,0,0,1.257,1.257,0,0,5.369,7.405
pote.txt_11999,0,0,0,0,0,0,0,6.066,3.033,0,0,0,0,0,3.033,0,0,0,0,0,25.238,1.214
pote.txt_2331,2.486,0,0,0,0.829,0.829,1.657,0,0.829,2.486,0,0,3.315,0,4.143,0,0,0,0,0,9.894,10.054
pote.txt_4353,1.62,0,1.62,1.62,1.62,1.62,0,1.62,1.62,0,0,0,0,0,0,1.62,1.62,1.62,0,0,8.232,12.16
pote.txt_2441,1.903,3.171,1.268,1.268,0.634,2.537,0,0.634,1.268,0.634,0,2.537,1.268,0,1.268,1.268,1.268,0,0,1.268,7.111,7.619
pote.txt_3683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98,0,0,0,2.792,0,9.255,22.212
pote.txt_8923,0.851,2.553,0.425,1.276,0.425,1.276,0,0.851,1.276,0.851,0,0.425,0.425,0.425,2.979,0.425,0.851,0,0,1.276,11.539,8.384
pote.txt_1881,1.418,0,0.473,0.473,0.473,3.31,0.473,1.418,2.364,0.473,0.473,0,0.473,0.473,0.946,0.946,0,2.364,0,0,9.003,10.975
pote.txt_10959,3.537,0,0.442,0.442,0,2.211,0.442,2.211,1.769,0.442,0,0.442,0,1.769,1.326,0.442,0.884,1.326,0,0,8.694,10.019
pote.txt_3241,10.441,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,9.387,14.082
pote.txt_9663,0,0,0,0,4.023,0,0,0,0,0,0,0,0,0,4.023,0,0,0,0,0,11.537,24.724
pote.txt_10241,2.395,0,0,0,2.395,2.395,0,3.592,2.395,2.395,1.197,1.197,1.197,0,0,2.395,0,1.197,0,0,5.997,8.332
pote.txt_10305,0.773,3.093,0,0,0.773,0.773,0,0.773,0.773,0,0,0,0,0,3.867,0,0,0,0.773,1.547,11.628,13.059
pote.txt_3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789,0,0,0,5.052,0,17.847,16.063
pote.txt_1167,2.65,1.06,0,1.06,0.53,2.12,0,1.59,3.18,2.12,0.53,0.53,0,0.53,0,0.53,2.12,1.06,0,0,7.447,9.389
pote.txt_7439,0,2.872,0,0,0,1.436,0,0,0.718,0.718,0,0,1.436,0.718,3.59,0,0.718,0.718,0,1.436,10.23,12.588
pote.txt_4633,2.039,0,1.02,0,1.02,0,0,2.039,0,1.02,0,0,0,0,4.078,0,0,0,0,0,14.982,13.249
pote.txt_4721,0,0,0,0,0,0,0,1.496,1.496,7.481,0,0,0,0,1.496,2.992,1.496,0,0,0,7.121,12.963
pote.txt_3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.635,0,0,0,4.976,0,9.8,17.637
pote.txt_535,0,0,0.621,1.242,3.105,0,0.621,0,0.621,2.484,0,0,1.863,1.863,3.105,0.621,0,0,0.621,0,8.97,10.757
pote.txt_4771,0,0,0,1.934,1.934,1.934,3.869,0,1.934,3.869,0,0,1.934,0,0,1.934,0,0,0,1.934,8.584,6.85
pote.txt_7699,0,0,0,0,1.154,0.577,0.577,0.577,2.884,0.577,0,0.577,0,0.577,1.73,0,0.577,0.577,1.73,0,12.211,14.276
pote.txt_9729,1.393,0,0,0,0,1.393,1.393,2.786,4.179,2.786,0,1.393,0,0,0,0,0,0,1.393,0,11.727,8.058
pote.txt_10333,1.732,0,0,0,0.433,1.732,0,0.433,0.433,1.299,0,0,0,0,2.165,0.433,0,0,0.433,0.433,14.586,17.493
pote.txt_6693,4.469,2.235,1.117,0,1.117,3.352,1.117,0,0,1.117,0,1.117,0,0,2.235,1.117,0,0,0,0,9.25,8.156
pote.txt_43,1.316,0,0,0,0,6.579,0,1.316,2.632,9.211,0,0,1.316,0,0,1.316,0,2.632,0,0,5.029,7.059
pote.txt_2565,0,0,0,0,1.618,0,0,1.618,4.044,0.809,0,0,0,0,0.809,0,0,0,0.809,0,11.687,19.946
pote.txt_1229,1.337,3.566,0.446,0.891,0.446,2.229,0.891,0.446,0.891,0.446,0,0.891,0.891,0.891,1.337,2.674,0.891,0.891,0.446,1.783,6.75,7.915
pote.txt_9043,1.313,2.625,0.438,0.875,0.438,2.625,0.438,0.438,1.313,0.438,0,2.188,0,0,1.313,1.313,0.438,1.313,0.875,0.875,7.836,9.327
pote.txt_2847,1.883,2.824,0.471,0,0.941,1.883,0.941,0,2.353,2.353,0,1.412,0,0,1.412,0.941,0.471,1.412,0,0.471,7.622,9.076
pote.txt_3929,0,0,0,0,0,0,5.898,0,0,0,0,5.898,5.898,11.796,5.898,0,5.898,0,0,0,3.35,3.069
pote.txt_2573,1.802,0,0,0,0,0,0,1.802,0,0,0,0,0,0,4.506,0,0,2.703,0,0,15.154,13.919
pote.txt_1331,1.03,1.03,0,1.03,0.515,3.091,0,1.545,3.091,2.576,0.515,0,0,1.03,0,0,2.576,1.03,0,0,7.571,9.774
pote.txt_4335,1.946,1.946,3.892,1.946,0,0,0,0,1.946,1.946,0,1.946,0,0,0,0,1.946,0,0,1.946,6.576,10.399
pote.txt_11951,5.312,0,0,0,0,0,0,0,5.312,0,0,0,5.312,0,0,0,0,0,0,0,4.963,15.75
pote.txt_10249,1.375,0,0.688,1.375,0,0.688,0,1.375,1.375,1.375,0,0.688,0,0,1.375,1.375,0,2.751,0.688,0,9.922,11.831
pote.txt_3405,0,0,0,0,2.174,0,2.174,2.174,0,0,0,0,0,0,2.174,0,0,0,4.348,0,14.183,10.677
pote.txt_1625,1.823,1.216,0.608,1.216,0.608,1.216,0,1.823,3.039,1.216,0,1.216,1.216,0,0,1.216,0.608,1.216,0.608,0,8.439,9.111
pote.txt_9989,2.214,1.476,1.476,0,0,2.214,0,0.738,2.952,2.952,1.476,1.476,0,0.738,0,0,2.214,0.738,0,0,7.428,8.5
pote.txt_987,0,0,0,0,0,0.848,0,2.545,4.241,0.848,0,0.848,0,0,0,0,0,2.545,0.848,0,11.459,13.939
pote.txt_10175,0,1.326,0,0,1.326,0,1.326,0,6.629,1.326,0,0,1.326,0,1.326,0,0,0,0,2.652,9.926,9.272
pote.txt_9317,0,0,0,0,2.741,0,0,0,8.222,0,0,0,0,0,0,0,0,4.111,0,0,12.222,9.604
pote.txt_5003,2.769,0,0,0,1.384,0,0,1.384,1.384,1.384,0,1.384,0,0,0,2.769,1.384,0,2.769,0,7.966,11.935
pote.txt_7025,0,0,1.078,1.078,2.156,0,2.156,0,4.312,0,1.078,2.156,0,1.078,2.156,0,0,2.156,0,0,7.405,9.621
pote.txt_9643,1.984,0,1.323,0,0.661,3.307,0,0.661,2.646,2.646,0,0,0,1.323,0,0.661,1.323,1.984,0,0,7.832,10.029
pote.txt_4871,0,0,0,0,0,0,0,1.768,1.768,0.884,0.884,0,0,0,3.536,0,0,0,0,0.884,10.789,20.795
pote.txt_7253,0,0,0,5.063,0,7.594,0,0,0,0,0,0,0,5.063,0,0,0,0,0,2.531,9.628,6.648
pote.txt_7381,1.229,4.916,0,0,1.229,3.687,1.229,0,1.229,3.687,0,0,0,0,0,3.687,0,0,0,3.687,5.778,7.333
pote.txt_10833,0,0,0,0,1.196,0,0,0,2.393,0,0,0,2.393,0,0,1.196,2.393,1.196,3.589,0,10.117,12.71
pote.txt_8561,0.862,0,0,0,0.431,2.587,0.431,0.862,2.156,0.862,0,0.431,0,0,1.294,0,0,1.725,0.862,0.431,10.588,14.449
pote.txt_3697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.933,0,0,0,3.7,0,13.268,21.229
pote.txt_12053,1.189,0,0,0,1.189,1.189,1.189,1.189,4.757,1.189,0,0,1.189,0,0,1.189,0,2.379,0,0,8.791,11.067
pote.txt_10539,3.964,0,0,0,0.991,0,0,0,4.955,3.964,0,0,0,0,0,0,0,0,0,0,9.343,14.198
pote.txt_11143,0.37,2.222,0.37,0,1.111,2.222,0.741,1.111,0.741,1.481,0,0.741,2.962,0.37,1.852,0.741,0.37,0.741,0,0.37,9.297,8.57
pote.txt_6819,1.196,0,0,0,1.196,1.196,1.196,0,4.784,3.588,0,0,1.196,0,0,3.588,0,1.196,0,0,7.131,10.142
pote.txt_9143,3.808,4.443,1.904,0.635,0.635,2.539,0.635,1.904,2.539,0.635,0,1.904,2.539,0.635,0,1.269,2.539,0,0,0.635,5.944,4.67
pote.txt_1941,0,0,1.218,0.406,1.625,0.406,0,1.625,0.812,0.812,0,0.812,0,0,3.655,0.406,0,0,0,0,15.441,11.673
pote.txt_4067,0,0,0,0,0,3.862,0,0,0,0,0,11.586,0,0,0,7.724,0,0,0,3.862,5.607,6.089
pote.txt_1395,0.731,0,0.731,0.731,0.731,1.462,0,2.193,2.193,1.462,0,1.462,0,0.731,0.731,0.731,0.731,0,0.731,0,10.422,11.039
pote.txt_11055,0.732,2.928,0.366,0.366,0.732,2.562,0,0.732,1.464,0,0.366,1.098,0.732,1.464,2.196,0.732,0,0.366,0.366,0,8.678,10.56
pote.txt_9221,1.413,3.768,0.471,0.942,0.471,2.355,0.942,0.471,0.942,0.471,0,0.942,0.942,0.942,0.942,2.826,0.942,0.942,0.471,1.884,6.455,7.645
pote.txt_2445,0.425,2.127,0.425,0.851,1.702,1.276,0,0.425,0.851,2.127,0.425,1.276,0.425,0.425,1.276,2.127,0.425,1.276,0.851,0.425,8.514,8.749
pote.txt_2485,0,0,0,0,1.091,0,0,1.091,1.091,1.091,0,0,3.273,0,2.182,0,0,0,4.364,0,12.696,10.384
pote.txt_879,0,2.775,0,0,2.775,0,0,1.387,1.387,1.387,1.387,0,1.387,0,2.775,2.775,0,0,0,0,9.386,8.961
pote.txt_10313,0,2.743,0,0,0.686,1.372,0,0,0.686,0,0,0,0,0,3.429,0,0,0.686,0.686,1.372,13.662,13.684
pote.txt_9453,0,1.832,0,0.916,0.916,0.916,0,0,1.832,1.832,0.916,0.916,0.916,0.916,1.832,0.916,0,0,0,0.916,11.028,10.142
pote.txt_1213,1.707,1.707,0,0,0.853,1.707,0,0.853,0.853,2.56,0,0.853,1.707,0,1.707,0,1.707,4.266,0,0,6.881,9.202
pote.txt_8057,0,1.187,0,0,1.187,1.78,0,0,2.374,0.594,0.594,0,0.594,0.594,1.187,0,0.594,1.187,0.594,1.78,11.324,11.667
pote.txt_6565,0,0,0,0,0,0,0,1.353,1.353,2.03,0,0.677,0,0,1.353,0,0,0.677,3.383,0,15.45,13.595
pote.txt_1071,0,3.725,0,0.621,0.621,4.345,0,0,1.242,0,0.621,0,1.242,0.621,1.242,1.242,0,1.242,0,1.242,10.222,8.162
pote.txt_1869,1.032,0.688,0.688,0.688,1.032,3.097,0,1.72,2.753,1.032,0.688,0.344,0,0,0.344,0.344,0.688,0.688,0,0,9.993,10.856
pote.txt_7827,1.291,0,0,0.645,0,1.291,0.645,0,3.226,3.226,0,0,0,0,0.645,0,1.291,1.291,0.645,0.645,11.005,11.137
pote.txt_4137,0,0,0,0,0,0,0,0,1.32,0,0,1.32,0,0,3.96,0,0,1.32,3.96,0,12.328,14.594
pote.txt_841,0.908,1.817,0,0,0,1.817,0,0,2.725,0.908,0,0,2.725,0,0.908,0.908,0.908,0,0.908,0.908,9.868,11.469
pote.txt_3021,0,0,0,0,1.483,1.483,0.742,0.742,2.967,0.742,0,0,0,0.742,0.742,0,0.742,0.742,0.742,1.483,11.993,12.364
pote.txt_5583,1.877,0,0,0,1.877,1.877,0,3.754,1.877,9.386,0,0,1.877,0,0,1.877,0,0,0,0,5.423,7.801
pote.txt_7217,0.546,0,0,0,1.639,0,0,0,3.278,1.092,0,0,0,0,2.185,0.546,0,1.092,0,0,11.786,18.247
pote.txt_7843,0,0,0,0,2.091,4.182,6.272,5.227,1.045,2.091,0,0,0,0,0,2.091,0,1.045,0,0,5.872,7.581
pote.txt_7691,0,0,0,0,0,0.642,0,1.283,4.491,1.925,0,0,0,0,3.208,0,0.642,0.642,0.642,0,12.304,11.861
pote.txt_4659,0,0,0,0,1.057,0,0,1.057,4.229,3.172,0,0,0,0,0,0,0,0,1.057,1.057,11.856,15.544
pote.txt_9405,0,0,0,0,0.668,0.668,0.668,2.003,0.668,0.668,0,0,2.67,0,2.67,2.003,0.668,0,0,0.668,10.102,13.223
pote.txt_201,0.425,2.548,0,0.425,0.425,1.699,0,0.425,0,0.849,0,0,0,0,3.398,0.849,0.849,0.425,0,1.274,12.593,11.384
pote.txt_1681,3.445,0,0.689,0,0,1.378,0,2.067,4.824,2.756,0.689,0,0.689,0,0,1.378,1.378,0.689,0,0,8.136,8.37
pote.txt_8043,1.328,0,0,0,0.664,1.328,1.328,1.992,3.321,1.992,0,1.328,0,1.328,0,0,0,1.328,0,0,8.817,11.893
pote.txt_10701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937,3.746,0,0,0,3.746,0,15.366,19.728
pote.txt_4787,0,0,0,0,0,0,0,0,4.684,3.123,0,0,3.123,0,0,0,0,3.123,0,3.123,12.708,6.556
pote.txt_9067,0,0.659,1.978,6.593,1.319,0.659,0,1.978,2.637,3.956,1.978,0.659,0,1.319,1.319,2.637,0,1.319,0,0,4.809,5.894
pote.txt_893,6.049,2.42,0,1.21,1.21,0,1.21,1.21,2.42,0,2.42,0,1.21,1.21,0,2.42,0,4.839,0,1.21,4.479,6.211
pote.txt_745,0.414,3.315,0.414,1.243,0.829,0.829,0.414,1.657,2.486,0.829,0,0.414,1.657,0,1.657,1.243,2.072,0,0,0,7.116,9.844
pote.txt_4495,0,0,0,0,2.071,0,0,0,0,2.071,0,2.071,2.071,2.071,0,0,0,2.071,6.212,0,7.23,10.52
pote.txt_2073,3.48,0,0,0,1.491,0.994,0.497,0,0.994,0.497,0,0.497,0,0,1.491,0,0,0,0.994,0,13.028,15.783
pote.txt_10785,2.666,5.333,1.333,0,2.666,5.333,0,1.333,0,1.333,0,1.333,0,0,0,1.333,0,2.666,1.333,1.333,5.914,5.284
pote.txt_231,1.779,5.336,0,0.889,0,2.668,0,2.668,1.779,0.889,0,1.779,1.779,0,0.889,2.668,0,1.779,0.889,0.889,6.238,5.648
pote.txt_4953,1.378,0,1.378,0,0,1.378,4.134,0,2.756,0,0,0,0,0,2.756,1.378,0,0,0,1.378,8.697,11.293
pote.txt_11235,0.583,3.497,0,0.583,0.583,4.079,0,0,0.583,0,0.583,0.583,1.166,0,1.166,1.166,0,0.583,0,2.331,10.223,8.707
pote.txt_5913,0,0,0,0,1.808,1.808,0,1.808,4.52,1.808,0,0,0,0,0,0,0,0,0.904,0,12.897,12.621
pote.txt_3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37,0,0,0,2.948,0,18.857,11.316
pote.txt_4853,0,0,0,0,0,0,0,0,5.889,4.417,0,0,0,1.472,0,0,1.472,2.944,0,0,10.925,9.473
pote.txt_3181,0,0,0,0,0,0,0,0,11.85,5.925,0,0,0,0,0,0,0,0,0,0,18.62,0
pote.txt_1647,2.212,0,0,0,1.475,1.475,0.737,0.737,2.212,3.687,0.737,0,1.475,1.475,0.737,2.212,0.737,0,0,0,7.379,9.194
pote.txt_4637,1.89,0,0,0,0.945,0,0,1.89,0,0.945,0,0,0,0,3.779,0,0,0,0.945,0,19.176,10.825
pote.txt_9777,0,0,0,0,1.845,1.845,0,3.689,1.845,9.224,0,1.845,1.845,0,0,0,1.845,0,0,0,5.484,8.01
pote.txt_8595,0.604,3.627,0,0,0,1.209,0,0,3.023,0.604,0,0,0,1.209,1.814,1.814,1.814,1.209,0,1.209,8.196,10.052
pote.txt_9659,4.254,0,0,0,0,0,0,0,0,0,0,0,0,0,4.254,0,0,0,0,0,10.894,23.97
pote.txt_4531,3.745,3.745,0,0,0,0,3.745,0,3.745,0,3.745,0,0,0,0,7.491,7.491,3.745,0,0,4.662,2.831
pote.txt_7933,1.47,0,0.735,0.735,0,0.735,0.735,1.47,1.47,5.145,0,0.735,0,2.205,1.47,0.735,0,0,0,0,8.384,10.378
pote.txt_3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,9.919,0,6.311,15.78
pote.txt_11611,1.889,0,0,0,1.889,0,0,0,0,0,0,0,0,0,3.778,0,0,0,0,0,14.373,23.486
pote.txt_3033,0,0,0,0,2.367,2.367,1.183,0,1.183,1.183,0,0,0,0,1.183,0,1.183,1.183,0,2.367,12.931,10.122
pote.txt_8779,1.312,1.312,0.656,0.656,0,1.969,0,1.312,3.937,4.593,0,1.969,0,0,0,2.625,1.312,1.312,0,0,6.059,8.119
pote.txt_1959,2.017,0,0,0,0,0,0,4.034,4.034,0,1.008,2.017,0,0,0,1.008,0,0,1.008,0,10.727,11.029
pote.txt_11959,0,0.508,0,0.508,0,0.508,0,0,0,0,0,0,2.033,1.525,8.134,3.05,1.017,1.017,0,0,7.881,10.199
pote.txt_3155,0,0,0,0,0,0,0,0,0,0,0,6.952,0,0,13.903,0,0,0,0,0,5.256,10.516
pote.txt_1977,2.525,1.262,1.894,0,1.262,2.525,0,0.631,3.156,3.156,0,0.631,0,0,0,1.262,0.631,1.894,0,0,7.823,7.97
pote.txt_3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.868,0,0,0,7.17,0,14.011,16.813
pote.txt_11869,1.437,3.831,0,0,0,3.352,0,0,0,0.958,0,0.479,0,2.395,1.916,2.874,0.479,0,0.479,0.958,8.717,8.535
pote.txt_5023,4.953,0,0,1.651,0,1.651,1.651,0,1.651,1.651,0,0,0,4.953,1.651,0,0,0,0,0,7.697,8.959
pote.txt_4439,3.489,3.489,0,0,0,0,0,0,6.978,0,3.489,0,0,0,0,0,13.957,3.489,0,0,3.782,4.543
pote.txt_7435,4.435,0,0,0,0,0,0,1.478,4.435,2.956,0,0,0,0,0,0,0,1.478,0,0,11.379,10.846
